Text	Classificacao
"Infelizmente, estou prestes abandonar o serviço. Em três ocasiões, fiquei incapacitado de usar o app, precisei mandar email para o atendimento para só então ser avisado de que a conta fora bloqueada ""por segurança"". Sou premium. Na última, fiquei dois dias sem acesso quando voltou, álbuns desco…"	Negativo
App horrível,30 dias grátis não tem porque e obrigatório a pagar 10 reais para obter! Péssimo não recomendo	Negativo
Se reinicio o celular enquanto estou offline, ao tentar ingressar na conta novamente, o sistema não permite por estar com status de offline	Negativo
Simplesmente não consegui fazer minha conta e tento 13 anos.	Negativo
Depois da atualização ficou ruim demais.....toda hora tem q reiniciar o celular p ele ficar on line na procura de musica	Negativo
cara , em si é bom, mais vc tem que pagar para usar ele offline e isso é chato! os melhores benefícios tem que pagar para ter! mais de resto é bom	Neutro
Não estou conseguindo logar minha conta,consegui logar no computador, mas no celular nao estou conseguindo,esta aparecende uma mensagem dizenda que estao com problemas	Negativo
Fiz uma play list mas não toca de jeito nenhum ,só toca prévia, desinstalando agora 😲😲	Negativo
Adorei o App,Só não gostei mais pq só podemos ouvi conectado a internet 😢por isso não gostei mais.deveria melhorar!	Neutro
Theo app pauses between sonha since last month. I won't pay for something that doesn't work properly anymore	Negativo
Funções simples como definir modo offline, equalizador e sessão particular se apresentam indisponíveis por alguma razão, ajeitem isso.	Neutro
Versão paga não estou conseguindo ouvir ou buscar as músicas que quero. Direto fica fora do ar. Está ficando chato isso...	Negativo
Ultimamente fica dizendo q está offline o tempo todo e não consigo usar o app, mesmo as funções premium	Negativo
Legal, mas prefiro a edição para computador, é melhor em todos os aspectos, disso eu não tenho dúvida, gostei dei uma boa nota, mas para celular não recomendo	Positivo
Depois da atualização a barra de música tá sumindo e pra vota tem que reiniciar app	Positivo
Só elogios pois está sempre no meu cotidiano mais na parte de remover e add a fila elas poderia está com a capa😉	Positivo
Horrível! Ódio desse app, n da pra ouvir a musica que quero é não consigo pular as musicas! Esse app é lixo pra mim é o mesmo!	Negativo
Está aparecendo offiline, sendo que minha internet está funcionando, logo não te como pesquisar cantores ou músicas.	Neutro
O sistema mudou sozinho o armazenamento da memória do celular, para a do cartão de memória, fazendo eu perder milhares de músicas baixadas. Osso, hein	Positivo
Eu amo música e sou viciada nesse app , estou sempre procurando novas músicas . Melhor não tem!!!😎😘	Positivo
Era mt bom, essas atualizações mais recentes deixaram o app um lixo minha playlist com mais de 120 músicas sumiu	Negativo
O fato de não poder transmitir para o Chromecast por não ter uma conta Premium reduziu bastante a chance de eu utilizar o app em casa.	Negativo
"Ótimo sem Comparação, ""agr com essa ótima atualização,"" tem essa opção de limpar o cache sem apagar os downloads, ta mt top, Parabéns!"	Positivo
Ótimo... pessoa reclama de pagar Premium pra música mas n reclama de pagar netflix. Acha que o mundo tem de ser tudo grátis. Tnc	Positivo
Ótimo app eu pensava que não dava para ouvir música off mais da sim e é bem barato o Premium	Positivo
"App mto bom mesmo,tenho a Premium e é uma mensalidade bem paga,tudo que eu quero eu encontro...Bom quase tudo,eu queria que vc adicionassem mais músicas como por exemplo dá loving caliber que tem músicas sensacionais..Tem uma deles que não encontro no app que é a ""Thinking about You"",que é sensa…"	Positivo
Por favor coloquem a opção de armazenamento no cartão sd novamente pelo amor de Deus , desnecessário ter removido !	Neutro
É ótimo mais tem que pagar mas faz assim faz uma conta espera um mês depois desenstala e instala de novo depois mais um mês e assim por diante	Positivo
Dei nota como satisfatório, pois poderia exibir letra das músicas e perde para iTunes por não ter videoclipes também.	Neutro
Depois da última atualização ficou péssimo. Ta dando que minha conta eh free, sendo que era premium. 1 estrela.	Negativo
O aplicativo simplesmente não funciona em nenhuma conexão. É o único aplicativo que não consegue acessar a internet no meu celular. Péssimo!	Negativo
Que adianta um negocio lindo com um monte de coisa, mas que palhaçada essa de muda musicas nao tem como mais troca kkks dai tem que paga nem td mundo que usa isso tem dinheiro, eu que nao pago 1 centavo nisso, sendo que no youtube posso ver os videos e baixar as musicas que eu queiser no celular,…	Neutro
Música para do nada, app tem bugs muito chatos. Péssima atualização, parece estar cada vez mais pesado	Negativo
O melhor serviço de streaming de música. Supera e muito os concorrentes.	Positivo
"Com as últimas atualizações o App da pequenas pausas ""travadas"" ao tocar as músicas, mesmo se feito o download das mesmas."	Neutro
Simplesmente desconectou da minha conta Premium e não que conectar de novo os dados estão corretos endereço correto arrumem isso	Negativo
Infelizmente o app agora obriga a ser Premium para escutar no Chromecast... Eu já paguei por um produto e para usufruir do mesmo tenho que ser Premium?	Negativo
Grrrrrrrrr tudo tem q pagar, só queria baixar as musicas para escutar offline, mais nãoooooooo tem q pagar para fazer isso!	Negativo
Não Sei vocês querem perder os clientes de vocês mais essa atualização fico péssima mais péssima mesmo melhor voltar com a outra.	Negativo
Pra mim eh bom mas poderiam aperfeiçoar o sol além de tirar esse limite de troca de música por hora	Positivo
Fui tentar escutar no Chromecast e advinhe, só Premium! Ou seja pago, vou desinstalar, ruim para os anunciantes! Menos gente, menos negócios!	Negativo
Baixei ontem, e tô gostando do app, dei 4 estrelas, pq ainda não vi a opção de baixar. Será que tem?	Positivo
O app tá sumindo da barra de notificação enquanto ouço música, daí quando quero mudar preciso abrir o app e mudar a música. 👎	Negativo
Me decepcionei pelo motivo de já ser a 3ª vez que tenho que baixar minhas músicas tudo de novo	Negativo
Nao gostei do spotfy ficar botando musicas aleatorias se gostaria de ouvir oq esta na minha play list	Neutro
O aplicativo está travando MUITO depois da última atualização. As músicas não passam, os álbuns não abrem... Horrível.	Negativo
Faltam ajustes de sincronização entre aparelhos na MSM conta ... não existe mais controle de duplicidqde de musicas na playlist pessoal	Positivo
Coloquei todos os meus dados para o plano Premium e mas não é conseguindo utilizar! Continua como se não tivesse feito nada!	Negativo
Excelente aplicativo. Mas no meu app não tem como compartilhar música no stories do instagram. Ja fiz de tudo. Mas não aparece a opção de compartilhar no stories. Só no direct.	Positivo
O App caiu mto de qualidade. Ele fica offline o tempo todo. Já desinstalei e instalei diversas vezes	Negativo
Toda atualização tenho que baixar novamente todas as músicas. Atualização não conversa nada com a versão anterior?!	Negativo
Realizei o pagamento dia 18 e continuo sem a atualização Premium e ouvindo propaganda quero meu dinheiro de volta.	Neutro
Essas últimas atualizações ficaram um lixo, o aplicativo ficou muito ruim. Prefiro muito mais o layout anterior, esse atual é um lixo.	Negativo
design horrível depois da atualização. tô há dias tentando entrar na minha conta e não to conseguindo :\	Negativo
Ja é a quarta vez que minhas listas somem. E agora ainda tiraram a possibilidade de armazenamento no Sd card	Negativo
O App é ótimo. Mas nessa última atualização parecia que estava tudo confuso. Tive que desinstalar e instalar novamente. Voltou ao normal.	Positivo
"as músicas estão dando os famosos ""estalos"" que vocês já estão cansados de saber, pfv.. corrige isso, fora isso fica perfeito"	Neutro
Sinto falta de alguns álbuns e tambem acho que fica chato quando as coletâneas utilizam a capa de outro disco quando reproduzidas.	Positivo
Ele é ótimo, mas pra baixar as músicas tem que pagar e eles te interrompem quando está ouvindo músicas e pra isso tambem tem que pagar!	Neutro
Bem que a interface poderia ser mudada para assinantes premium também, de saco cheia dessa que convenhamos é horrorosa e ultrapassada	Neutro
Não gostei do novo Design do aplicativo! Prefiro o antigo com a capa do cd, no centro (como era antigamente).	Negativo
Lixo. VC cria uma playlist, eles adicionam músicas que VC não quer a playlist, e toca tudo, menos as músicas da playlist. O APP já foi melhor.	Negativo
Desde a ultima atualização aparece sempre um anuncio que encrava a app. Se podessem resolver isso eu agradecia	Neutro
pelo menos poderia ter uma forma de download da musica que gosta aí sim seria perfeito mas não é o caso...	Neutro
O aplicativo tá muito bugado , eu n sei se é por causa do Android ou é do próprio app	Negativo
Depois da última atualização não dá pra virar a tela. Simplesmente fica preso na orientação vertical, isso é péssimo.	Positivo
"Fica dizendo ""nenhum resultado offline"" direto mesmo eu tendo acesso a internet. De resto só alegria."	Positivo
Muitas vezes, a música continua mesmo eu tendo retirado meus fones e isso antes não acontecia..	Positivo
Péssimo! Eu nunca gostei dele, mas antes era melhor. Agora que ganhou usuários ficou todo pago! Eu não posso mais mudar uma música, não posso escutar ela de novo, só posso seguir a ordem aleatória. E outra: os recursos dele agora é só pra quem paga. Se você não tem grana pra pagar pra usar o app…	Negativo
Não consigo criar uma conta pelo facebook, sempre aparece que está com erro e não eh possível entrar	Negativo
Eu com Wi-Fi ligado ou 4g, aparece que eu não posso pesquisar música pois não estou online... 😪😪	Negativo
MANERO ESTE APP DA PRA BAIXAR PLAYLISTES E AS MÚSICAS BAIXADAS DA PRA OUVI MESMO SEM INTERNET	Positivo
O aplicativo é ótimo! Sou assinante premium e peço que, por favor, coloquem um SLEEP TIMER NOW. Thank's!	Positivo
Após a atualização o spotify ficou horrível, a música pára do nada. Não tá prestando pelo valor cobrado.	Negativo
Por que vocês tiraram a opção de organizar a playlist por: Álbum, Artista ou Ordem Alfabética?	Positivo
Poderiam parar de apagar várias músicas baixadas, seria uma boa, porque eu não estou pagando atoa!	Neutro
"Piorou com apenas essa opção ""ouvir em ordem aleatória"" eu acho que deviam tirar isso! Minha opinião"	Negativo
Gostaria de somente uma correção: o aplicativo é incompatível com telas padrão 18:9. Há um espaço na parte de baixo do display que incomoda.	Neutro
Embora há escassez de produtores indies, não é culpa da plataforma, todavia, estou muito contente, nunca mais baixei uma música.	Negativo
Achei que fosse problema no meu aparelho (Motorola moto Z2 play com Android 8.0), mas pelo visto não. Essa última atualização está fazendo as músicas pararem DO NADA. músicas offline param sem motivo algum ao remover os fones de ouvido, a música continua tocando, antes pausava... Enfim. Vou bus…	Negativo
Muito bom, gostei bastante. Mas como faço pra atualizar? Aqui nao está aparecendo essa opção	Positivo
Você cria SUA play list e eles adicionam músicas à SUA play list, músicas que você não ouviria. Alteram sua play list sem pedir.	Negativo
Falta praticidade, não posso ouvir a música que eu quero, só depois das outras. Se eu crei uma playlist, é por que eu quero ouvir a música que eu selecionar!	Neutro
Não adianta ter uma variedade de músicas, se eu não posso escolher qual eu quero escutar! Muito ruim!	Negativo
Sempre da um bug e preciso desinstalar e instalar de novo, agora eu vou ter baixar tudo de novo para usar no modo offline. Trava e fica pedindo pra ficar online mas mesmo usando internet trava. Nem todo mundo tem internet p gastar toda vez q for escutar música, precisa arrumar a validação de off…	Negativo
Amei esse App mais só que podia melhor com,tendo como a pessoa colocar em cada banda que quer e cada música que quer	Positivo
Desde que atualizei o app ele apresenta falhas e para de funcionar, não consigo ouvir nenhum minuto das músicas.	Negativo
Precisa sair alguma atualização do app! Antigamente eu ia na minha playlist, colocava o nome do artista e colocava no modo aleatório, tocava as musicas do artista que escolhi que estavam na minha playlist aleatoriamente, agora não acontece mais isso, quando coloco aleatorio ele vai para qualquer…	Neutro
Se vcs puderem adicionar a música nova do xxxtentacion e do Lil pump eu agradeço o nome é arms around	Positivo
Melhor aplicativo de música, pago a mensalidade sem me arrepender.	Positivo
As músicas estão pausando toda hora sem que eu mexa em nada.	Negativo
Ótimo app, sem dúvida!! Mas pelo amor de Deus né?! Até pra trocar de música tem que pagar pra ser Premium.. ridículo isso!!!	Negativo
Antes estava tudo ótimo, agora eu n consigo selecionar nem as músicas q eu quero q toque	Negativo
O pagamento foi efetuado e o spotify diz quem não sou premium, um absurdo (sou premium pelo plano família)	Negativo
O app e excelente, só um dia. Eu gosto de dormi escutando música, no player meu telefone tem uma espécie de cronômetro que quando atingir o tempo estipulado e pausa a música. Vc tbm poderia fazer isso. Seria ótimo.	Positivo
